cid,mw,polararea,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,binary_fingerprints
6234,102.09,64.4,-1.5,7,2,3,0,[0. 0. 0. ... 0. 0. 1.]
6238,330.5,54.4,3.2,24,1,3,1,[0. 0. 0. ... 0. 0. 0.]
6249,349.4,138.0,-1.1,24,3,6,4,[0. 1. 0. ... 1. 1. 1.]
6251,182.17,121.0,-3.1,12,6,6,5,[1. 0. 0. ... 0. 0. 0.]
6252,279.68,129.0,0.0,18,5,5,2,[1. 0. 1. ... 1. 1. 1.]
6256,296.2,99.1,-0.5,20,3,8,2,[1. 0. 1. ... 1. 1. 1.]
6279,386.5,60.4,4.1,28,0,4,3,[0. 0. 0. ... 0. 0. 0.]
6322,174.2,128.0,-4.2,12,4,4,5,[0. 0. 0. ... 0. 0. 1.]
6432,188.02,0.0,3.1,11,0,8,0,[0. 0. 0. ... 0. 0. 0.]
6436,434.5,93.1,2.5,31,2,7,2,[1. 0. 0. ... 0. 1. 1.]
6446,336.4,57.5,2.4,24,2,4,0,[1. 0. 0. ... 0. 0. 1.]
6451,698.0,92.2,6.5,31,2,5,2,[0. 1. 1. ... 1. 0. 0.]
6468,243.4,3.2,3.6,18,0,1,2,[0. 0. 0. ... 0. 0. 1.]
6476,203.24,37.4,1.2,15,0,2,1,[0. 1. 1. ... 1. 1. 1.]
6503,121.14,86.7,-2.9,8,4,4,3,[0. 0. 0. ... 0. 0. 1.]
6726,266.4,6.5,3.6,20,0,2,3,[0. 0. 0. ... 0. 0. 1.]
6741,374.5,94.8,1.9,27,3,5,2,[1. 0. 0. ... 0. 0. 0.]
6832,307.4,12.5,4.5,23,0,2,4,[0. 0. 0. ... 0. 0. 1.]
6869,350.4,121.0,2.1,24,2,6,5,[0. 1. 0. ... 0. 1. 1.]
6883,236.14,129.0,1.3,16,0,8,2,[1. 0. 0. ... 0. 0. 0.]
7012,164.2,37.3,2.3,12,1,2,3,[0. 0. 0. ... 0. 0. 0.]
7028,165.23,32.299,0.9,12,2,2,3,[0. 0. 0. ... 0. 0. 1.]
7029,205.3,20.3,2.8,15,0,2,5,[0. 0. 0. ... 1. 0. 1.]
7187,242.23,52.6,3.5,18,0,4,5,[0. 0. 0. ... 0. 0. 0.]
7638,200.23,29.5,3.4,15,1,2,3,[0. 0. 0. ... 0. 0. 0.]
7699,603.7,121.0,2.4,42,1,12,33,[0. 0. 0. ... 0. 0. 1.]
8197,189.3,88.1,-2.9,13,5,5,10,[0. 0. 0. ... 0. 0. 1.]
8223,581.7,118.0,2.0,43,3,6,4,[1. 1. 1. ... 1. 1. 1.]
8226,339.4,68.4,2.3,25,3,3,4,[1. 0. 1. ... 0. 1. 1.]
8230,1084.2,515.0,-4.8,75,14,16,19,[0. 1. 1. ... 0. 1. 1.]
8233,733.9,194.0,2.7,51,5,14,7,[1. 0. 1. ... 0. 0. 1.]
8378,614.6,353.0,-9.0,42,13,19,9,[1. 0. 0. ... 0. 0. 1.]
8549,324.4,45.6,2.9,24,1,4,4,[1. 0. 0. ... 0. 0. 1.]
8612,270.75,55.6,2.9,18,1,4,7,[0. 1. 0. ... 0. 0. 1.]
8982,414.5,121.0,2.9,29,2,6,5,[0. 1. 0. ... 0. 1. 1.]
9003,440.4,59.1,0.0,27,1,5,8,[1. 1. 1. ... 0. 0. 1.]
9034,262.3,66.5,2.3,19,1,3,3,[0. 1. 1. ... 0. 1. 1.]
9294,165.23,32.299,0.9,12,2,2,3,[0. 0. 0. ... 0. 0. 1.]
9400,472.4,141.0,0.1,32,4,9,4,[1. 0. 0. ... 0. 0. 1.]
9403,396.6,46.5,7.1,29,1,3,5,[0. 0. 1. ... 0. 1. 0.]
9416,400.6,43.4,6.3,29,0,3,7,[0. 0. 1. ... 0. 0. 0.]
9433,420.43,191.0,0.0,30,4,8,1,[1. 0. 0. ... 0. 0. 1.]
9444,244.2,141.0,-2.2,17,4,5,2,[1. 0. 1. ... 0. 1. 0.]
9642,494.5,99.1,3.2,35,1,9,4,[1. 0. 0. ... 0. 1. 1.]
9651,287.35,41.9,1.8,21,1,4,1,[1. 0. 1. ... 0. 1. 1.]
9677,428.6,43.4,7.3,31,0,3,10,[0. 0. 1. ... 0. 0. 0.]
9681,353.5,57.5,2.3,26,2,3,4,[1. 1. 1. ... 0. 1. 1.]
9782,392.5,94.8,1.9,28,3,6,2,[1. 0. 0. ... 0. 0. 1.]
9793,376.5,74.6,2.3,27,2,5,2,[1. 0. 0. ... 0. 0. 1.]
9878,376.5,74.6,2.0,27,2,5,1,[1. 0. 0. ... 0. 0. 1.]
9880,416.9,60.4,3.6,29,0,4,3,[0. 0. 0. ... 0. 0. 1.]
9904,274.4,37.3,2.6,20,1,2,0,[0. 0. 0. ... 0. 0. 0.]
10100,339.5,29.5,4.2,25,0,3,9,[0. 1. 1. ... 0. 0. 1.]
10133,392.6,77.8,4.9,28,3,4,4,[0. 0. 0. ... 0. 0. 0.]
10340,105.988,63.2,0.0,6,0,3,0,[0. 0. 0. ... 0. 0. 0.]
10413,104.1,57.5,-0.6,7,2,3,3,[0. 0. 0. ... 0. 0. 0.]
10531,583.7,118.0,2.4,43,3,6,4,[1. 1. 1. ... 1. 1. 1.]
10547,383.23,60.8,0.0,16,0,5,8,[0. 0. 0. ... 0. 0. 1.]
10607,414.4,92.7,2.0,30,1,8,4,[1. 1. 1. ... 1. 1. 1.]
10631,344.5,54.4,3.5,25,1,3,1,[0. 0. 0. ... 0. 0. 0.]
10660,470.0,81.8,0.0,33,1,5,6,[1. 0. 0. ... 0. 1. 1.]
10836,149.23,12.0,2.1,11,1,1,3,[0. 0. 0. ... 0. 0. 1.]
10917,161.2,60.4,-0.2,11,1,3,3,[0. 0. 0. ... 0. 0. 1.]
11125,73.9,63.2,0.0,6,0,3,0,[0. 0. 0. ... 0. 0. 0.]
11333,342.3,190.0,-4.3,23,8,11,5,[1. 0. 0. ... 0. 0. 0.]
11683,384.5,60.4,3.1,28,0,4,3,[0. 0. 0. ... 0. 0. 1.]
11973,596.3,201.0,0.0,32,6,8,10,[1. 0. 0. ... 0. 0. 1.]
12035,163.2,67.4,0.4,10,3,4,3,[0. 0. 0. ... 0. 0. 1.]
12460,191.27,12.5,1.9,14,0,2,1,[0. 0. 0. ... 0. 0. 1.]
12536,416.5,93.1,2.7,30,2,6,2,[1. 0. 0. ... 0. 1. 0.]
12555,309.4,30.3,3.9,23,0,3,7,[1. 1. 1. ... 1. 0. 1.]
12559,1018.4,231.0,0.0,71,6,16,23,[1. 0. 1. ... 0. 0. 1.]
12560,733.9,194.0,2.7,51,5,14,7,[1. 0. 1. ... 0. 0. 1.]
12597,146.14,58.9,-1.4,10,2,4,0,[1. 0. 0. ... 0. 0. 0.]
12620,326.6,20.2,10.5,23,1,1,20,[0. 0. 0. ... 0. 0. 0.]
13109,312.4,37.3,3.3,23,1,2,2,[0. 0. 0. ... 0. 0. 0.]
13314,335.2,52.9,2.4,22,1,3,1,[1. 1. 1. ... 0. 0. 1.]
13342,811.0,154.0,3.7,59,3,12,10,[1. 1. 1. ... 1. 1. 1.]
13769,300.4,43.4,3.0,22,0,3,0,[0. 0. 1. ... 0. 0. 0.]
13791,356.5,46.5,6.0,26,1,3,5,[0. 0. 1. ... 0. 1. 0.]
14051,277.23,64.5,0.0,16,6,4,9,[0. 0. 0. ... 0. 1. 1.]
14789,233.55,74.6,0.0,7,2,4,0,[0. 0. 0. ... 0. 0. 0.]
14888,197.841,3.0,0.0,5,0,3,0,[0. 0. 0. ... 0. 0. 0.]
14917,20.006,0.0,0.6,1,1,1,0,[0. 0. 0. ... 0. 0. 0.]
14969,1449.2,531.0,-2.6,101,19,26,13,[1. 1. 1. ... 1. 1. 1.]
14970,1485.7,531.0,0.0,102,20,26,13,[1. 1. 1. ... 1. 1. 1.]
15209,436.5,93.1,1.4,31,2,7,2,[1. 0. 0. ... 0. 1. 0.]
15232,909.1,248.0,0.0,64,6,12,15,[0. 1. 0. ... 1. 1. 1.]
15459,221.25,47.6,2.2,16,1,3,3,[0. 0. 0. ... 0. 0. 1.]
15541,332.35,130.0,-3.1,23,5,9,2,[1. 0. 1. ... 1. 0. 1.]
16078,314.5,29.5,7.0,23,1,2,4,[0. 0. 0. ... 0. 1. 1.]
16124,176.0,115.0,-3.3,9,4,6,2,[0. 0. 0. ... 0. 0. 1.]
16230,266.09,159.0,0.0,16,5,5,1,[1. 0. 0. ... 0. 1. 1.]
16362,461.5,35.6,6.3,34,1,4,7,[1. 0. 0. ... 0. 1. 1.]
16533,476.6,101.0,3.6,34,2,7,7,[1. 0. 1. ... 0. 0. 1.]
16850,332.3,76.0,3.4,25,2,5,0,[1. 1. 0. ... 0. 0. 0.]
16886,228.21,121.0,-1.2,16,3,4,2,[1. 0. 0. ... 0. 1. 0.]
16923,474.5,138.0,2.2,34,3,8,7,[1. 0. 1. ... 0. 0. 0.]
17358,146.06,1.0,4.2,7,0,6,0,[0. 0. 0. ... 0. 0. 0.]
18283,224.21,78.9,-0.8,16,2,4,2,[1. 0. 0. ... 0. 0. 1.]
18342,455.0,72.8,3.6,31,1,6,2,[1. 1. 0. ... 0. 1. 1.]
18381,470.3,138.0,2.9,30,2,7,4,[1. 1. 1. ... 0. 1. 1.]
19090,342.5,54.4,2.6,25,1,3,1,[0. 0. 0. ... 0. 0. 1.]
20279,285.69,119.0,0.8,19,3,7,2,[1. 0. 0. ... 1. 1. 1.]
20469,408.9,94.8,2.2,28,3,5,2,[1. 0. 0. ... 0. 0. 0.]
20585,284.34,89.5,0.0,20,2,4,2,[1. 0. 0. ... 0. 0. 1.]
20824,378.4,149.0,1.1,26,3,7,5,[0. 1. 0. ... 1. 1. 1.]
21319,453.9,138.0,2.6,30,2,8,4,[1. 1. 1. ... 0. 1. 1.]
21700,521.0,107.0,3.0,36,1,7,8,[1. 0. 1. ... 0. 0. 0.]
21800,504.6,107.0,3.6,36,1,8,8,[1. 0. 1. ... 0. 0. 1.]
21844,312.4,37.3,2.4,23,1,2,1,[0. 0. 0. ... 0. 0. 0.]
21945,319.36,79.4,0.0,23,2,7,3,[0. 1. 0. ... 0. 1. 1.]
22318,390.08,81.3,0.0,12,0,5,1,[0. 0. 0. ... 0. 0. 0.]
22502,588.7,169.0,0.0,41,4,10,11,[0. 1. 0. ... 1. 1. 1.]
23568,414.5,121.0,2.9,29,2,6,5,[0. 1. 0. ... 0. 1. 1.]
23897,276.37,45.3,1.7,20,1,3,3,[1. 0. 0. ... 0. 0. 1.]
23925,55.84,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23926,138.905,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23951,150.4,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23954,107.868,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23957,96.906,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23976,51.996,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23978,63.55,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23982,157.2,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23993,88.905,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
23994,65.4,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
24066,211.22,88.2,-1.3,15,2,3,2,[1. 0. 0. ... 1. 1. 1.]
24087,143.1,64.2,0.0,3,0,2,0,[0. 0. 0. ... 0. 0. 0.]
24414,233.39,88.6,0.0,6,0,4,0,[0. 0. 0. ... 0. 0. 0.]
24424,161.4,88.6,0.0,6,0,4,0,[0. 0. 0. ... 0. 0. 0.]
24450,174.176,83.4,0.0,7,1,4,0,[0. 0. 0. ... 0. 0. 0.]
24642,239.83,0.0,0.0,2,0,0,0,[0. 0. 0. ... 0. 0. 0.]
24706,608.8,77.8,0.0,45,3,4,3,[0. 0. 0. ... 0. 1. 0.]
24841,127.912,0.0,0.9,1,1,0,0,[0. 0. 0. ... 0. 0. 0.]
25419,244.89,115.0,-2.1,11,4,6,2,[0. 1. 0. ... 0. 0. 1.]
25959,211.95,143.0,0.0,13,0,12,0,[0. 0. 0. ... 0. 0. 0.]
26069,364.5,144.0,0.0,25,2,4,2,[0. 0. 0. ... 0. 0. 1.]
26133,432.5,101.0,3.2,31,2,6,6,[1. 0. 1. ... 0. 0. 0.]
26757,187.28,3.2,2.8,14,0,1,4,[0. 0. 0. ... 0. 0. 1.]
26934,151.21,46.2,0.8,11,2,2,2,[0. 0. 0. ... 0. 0. 1.]
26986,460.0,87.1,0.0,32,2,6,8,[0. 0. 0. ... 0. 1. 1.]
27304,192.0,135.0,-3.9,10,5,7,2,[0. 0. 0. ... 0. 0. 1.]
27350,732.7,52.6,0.0,43,0,6,6,[0. 0. 0. ... 0. 0. 1.]
27400,295.4,31.5,3.8,21,0,2,0,[0. 1. 0. ... 0. 0. 1.]
27447,347.4,138.0,0.6,24,3,6,4,[0. 1. 0. ... 1. 0. 1.]
27661,191.14,93.7,-0.4,13,1,6,1,[1. 0. 0. ... 0. 0. 0.]
27991,1069.2,489.0,-4.0,74,13,15,19,[0. 1. 1. ... 0. 1. 1.]
28332,547.7,92.3,0.0,39,1,6,10,[0. 1. 1. ... 0. 0. 1.]
28417,337.5,46.3,3.8,25,1,3,1,[1. 1. 0. ... 0. 1. 0.]
28486,7.0,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
28864,338.4,51.4,2.7,25,2,2,3,[1. 1. 1. ... 0. 1. 1.]
29029,425.0,128.0,2.2,27,4,7,7,[1. 1. 0. ... 0. 1. 1.]
29089,897.8,455.0,0.0,60,18,16,23,[1. 0. 0. ... 0. 0. 1.]
29327,265.22,152.0,-1.4,18,5,8,2,[1. 0. 0. ... 0. 1. 1.]
30323,527.5,186.0,1.8,38,5,11,4,[1. 1. 0. ... 1. 1. 1.]
30751,365.21,186.0,-3.1,24,5,12,4,[1. 0. 1. ... 1. 1. 0.]
31072,186.23,64.9,0.7,12,0,3,2,[0. 0. 0. ... 0. 0. 0.]
31100,750.7,181.0,0.0,48,4,9,5,[1. 1. 1. ... 1. 1. 1.]
31264,132.16,27.7,0.7,9,0,3,0,[0. 0. 0. ... 0. 0. 0.]
31307,394.4,115.0,1.2,28,4,7,2,[1. 0. 0. ... 0. 0. 1.]
31378,380.4,94.8,1.7,27,3,6,2,[1. 0. 0. ... 0. 0. 1.]
31401,392.6,77.8,4.9,28,3,4,4,[0. 0. 0. ... 0. 0. 0.]
31477,309.4,67.8,2.7,22,2,5,8,[0. 0. 0. ... 0. 0. 1.]
31703,543.5,206.0,1.3,39,6,12,5,[1. 1. 0. ... 1. 1. 1.]
32169,320.84,95.7,0.0,20,3,5,7,[0. 0. 0. ... 0. 1. 1.]
32603,505.0,174.0,-1.2,31,5,10,9,[1. 1. 1. ... 0. 1. 1.]
32798,467.0,80.7,3.8,32,1,6,5,[1. 0. 1. ... 0. 0. 1.]
32874,580.0,206.0,0.0,40,7,12,5,[1. 1. 0. ... 1. 1. 1.]
33036,274.79,16.1,3.4,19,0,2,5,[1. 0. 0. ... 0. 1. 1.]
33255,454.5,235.0,-0.4,29,2,12,7,[0. 1. 0. ... 1. 0. 1.]
33613,365.4,158.0,-2.0,25,4,7,4,[0. 1. 0. ... 1. 1. 1.]
33624,316.42,108.0,1.8,21,2,8,7,[0. 1. 0. ... 0. 0. 1.]
33741,263.37,32.7,2.6,19,1,3,4,[0. 0. 1. ... 0. 1. 1.]
34312,252.27,63.4,1.7,19,1,2,0,[0. 0. 0. ... 1. 1. 1.]
34359,226.23,116.0,-2.2,16,5,6,4,[0. 0. 0. ... 0. 0. 1.]
35370,267.24,93.2,0.0,19,2,6,3,[1. 0. 0. ... 1. 1. 1.]
36294,467.5,268.0,-6.2,32,10,14,6,[1. 0. 0. ... 0. 0. 1.]
36339,244.29,44.1,3.0,18,0,3,5,[1. 1. 0. ... 1. 1. 0.]
36462,588.6,161.0,0.6,42,3,13,5,[1. 1. 1. ... 1. 1. 1.]
36523,1182.3,475.0,-2.4,85,16,15,31,[1. 1. 0. ... 1. 1. 1.]
36811,301.4,72.7,3.4,22,4,4,7,[0. 0. 0. ... 0. 0. 1.]
37392,536.9,23.5,0.0,34,2,5,10,[1. 0. 0. ... 0. 0. 1.]
37464,291.4,41.5,4.2,21,2,3,7,[0. 0. 0. ... 0. 0. 1.]
37542,244.2,144.0,-1.8,17,4,7,3,[1. 0. 1. ... 1. 1. 1.]
37720,602.5,356.0,-5.6,35,6,21,10,[0. 0. 0. ... 0. 1. 0.]
37768,585.6,332.0,-7.9,40,13,17,10,[1. 0. 1. ... 0. 0. 1.]
38852,476.5,211.0,0.0,33,11,13,6,[0. 0. 0. ... 0. 0. 1.]
38904,373.27,76.6,0.0,13,4,6,0,[0. 0. 0. ... 0. 0. 0.]
39042,361.8,75.6,3.8,25,2,4,7,[0. 1. 0. ... 0. 0. 1.]
39147,309.4,82.0,0.7,22,4,5,6,[0. 0. 0. ... 1. 0. 1.]
39186,414.5,84.4,3.1,29,0,6,7,[0. 0. 1. ... 1. 1. 1.]
39468,291.4,58.6,2.4,21,2,4,6,[1. 0. 0. ... 0. 0. 1.]
39507,370.5,54.4,3.5,27,1,3,2,[0. 0. 0. ... 0. 0. 0.]
39764,637.7,55.8,0.0,41,0,6,6,[0. 0. 0. ... 0. 0. 1.]
39860,372.5,46.5,6.4,27,1,3,6,[0. 0. 0. ... 0. 1. 1.]
40291,564.3,102.0,0.0,35,0,6,7,[0. 0. 0. ... 0. 1. 1.]
40326,391.3,35.5,6.5,26,0,3,7,[0. 0. 1. ... 0. 0. 0.]
40632,185.22,20.3,1.9,14,0,1,1,[1. 0. 1. ... 0. 1. 1.]
40692,378.31,45.2,3.6,26,2,9,2,[1. 0. 0. ... 0. 0. 1.]
40703,591.4,36.9,0.0,33,0,5,10,[0. 0. 0. ... 0. 0. 1.]
40973,310.5,20.2,4.9,23,1,1,2,[0. 0. 0. ... 0. 0. 1.]
40976,324.5,37.3,3.3,24,1,2,2,[0. 0. 0. ... 0. 0. 1.]
41684,307.28,142.0,2.0,21,1,7,4,[0. 1. 0. ... 1. 0. 1.]
41693,386.6,61.0,4.0,27,0,4,8,[0. 0. 1. ... 0. 1. 1.]
41744,723.6,215.0,4.0,51,5,16,11,[1. 1. 1. ... 1. 1. 1.]
41774,645.6,321.0,-8.5,44,14,19,9,[1. 0. 1. ... 0. 0. 1.]
41781,348.4,109.0,2.7,24,3,5,5,[1. 0. 1. ... 1. 0. 1.]
41867,543.5,206.0,1.3,39,6,12,5,[1. 1. 0. ... 1. 1. 1.]
42113,168.04,9.2,2.6,10,0,7,2,[0. 0. 0. ... 0. 0. 0.]
42395,446.6,101.0,3.8,32,2,6,7,[1. 0. 1. ... 0. 0. 0.]
42593,534.0,177.0,0.0,37,6,10,3,[1. 1. 0. ... 1. 1. 1.]
42890,497.5,177.0,1.9,36,5,10,3,[1. 1. 0. ... 1. 1. 1.]
43232,332.5,46.5,2.6,24,1,3,6,[0. 1. 1. ... 0. 0. 1.]
43672,517.6,182.0,0.5,36,3,8,6,[0. 1. 0. ... 1. 1. 1.]
43815,329.4,39.7,3.5,24,1,5,4,[0. 0. 0. ... 0. 1. 1.]
44093,217.29,58.6,0.3,14,2,4,3,[0. 0. 0. ... 0. 0. 1.]
44563,432.77,243.0,0.0,29,8,11,7,[0. 0. 0. ... 0. 0. 1.]
44564,311.63,157.0,0.5,21,4,7,4,[0. 0. 0. ... 0. 0. 1.]
45469,307.9,137.0,0.0,17,0,12,0,[0. 0. 0. ... 0. 0. 0.]
47319,929.1,126.0,7.9,67,0,12,26,[0. 0. 1. ... 0. 0. 1.]
47320,1243.5,258.0,0.0,87,0,18,26,[0. 0. 1. ... 0. 0. 1.]
47471,474.8,109.0,0.0,29,1,5,7,[0. 0. 0. ... 0. 0. 0.]
47528,211.17,97.0,0.8,15,1,5,4,[1. 1. 0. ... 0. 0. 1.]
47641,287.4,3.2,5.1,22,0,1,5,[0. 0. 0. ... 0. 0. 1.]
47725,1269.4,496.0,-1.5,91,17,16,32,[1. 1. 0. ... 1. 1. 1.]
47811,314.5,44.3,4.2,22,1,2,4,[1. 0. 0. ... 1. 0. 1.]
47964,381.4,159.0,0.0,26,5,8,4,[0. 1. 0. ... 1. 0. 1.]
50224,1299.5,478.0,0.0,93,16,17,33,[1. 1. 0. ... 1. 1. 1.]
50294,371.3,121.0,2.2,27,2,8,5,[1. 1. 0. ... 1. 1. 1.]
51038,385.8,139.0,0.0,25,4,7,4,[0. 1. 0. ... 1. 0. 1.]
51263,416.5,81.0,2.2,30,0,6,9,[0. 0. 1. ... 0. 1. 1.]
51634,219.28,84.2,-0.6,15,4,5,4,[1. 0. 0. ... 0. 0. 1.]
52421,488.6,116.0,4.2,35,1,8,9,[1. 0. 1. ... 0. 0. 0.]
53024,619.6,327.0,0.0,38,2,15,7,[0. 1. 1. ... 0. 0. 1.]
53232,404.5,72.8,4.3,29,1,5,7,[1. 0. 1. ... 0. 0. 1.]
54158,387.23,107.0,-0.1,23,3,6,7,[0. 0. 0. ... 0. 0. 1.]
54259,354.0,12.5,0.0,24,1,2,6,[0. 0. 0. ... 0. 0. 1.]
54331,259.19,161.0,0.0,16,5,7,4,[0. 0. 0. ... 0. 0. 1.]
54373,1139.3,457.0,0.0,79,15,18,17,[1. 1. 0. ... 0. 1. 1.]
54384,457.0,64.3,0.0,32,2,5,4,[0. 0. 0. ... 0. 1. 1.]
54454,418.6,72.8,4.7,30,1,5,7,[1. 0. 1. ... 0. 0. 1.]
54687,424.5,124.0,1.6,30,4,7,11,[1. 0. 1. ... 0. 0. 1.]
54746,451.6,71.7,3.4,33,2,4,8,[1. 1. 1. ... 1. 1. 1.]
54786,390.5,87.0,4.5,28,3,5,10,[0. 0. 0. ... 0. 0. 1.]
54840,291.8,21.3,0.0,20,2,2,6,[0. 0. 0. ... 0. 0. 1.]
54891,475.0,95.9,0.0,33,3,6,10,[1. 1. 1. ... 1. 1. 1.]
54949,563.6,253.0,0.0,40,8,15,11,[1. 0. 0. ... 0. 0. 1.]
55188,521.4,93.8,3.9,35,1,6,5,[1. 1. 0. ... 1. 1. 0.]
55245,429.6,40.5,3.8,32,1,3,3,[0. 0. 0. ... 0. 0. 1.]
55283,705.6,101.0,5.7,49,0,9,11,[1. 1. 1. ... 1. 1. 1.]
55331,470.5,125.0,0.5,34,3,8,10,[1. 1. 0. ... 1. 1. 1.]
55466,938.0,431.0,0.0,54,14,25,25,[1. 0. 0. ... 0. 0. 1.]
55480,282.81,48.0,0.0,19,1,2,5,[0. 1. 0. ... 1. 0. 1.]
55891,563.7,110.0,6.2,39,1,7,15,[1. 0. 1. ... 1. 1. 1.]
56329,435.5,100.0,0.0,31,3,8,9,[0. 1. 1. ... 0. 1. 1.]
